cluster,genomes_present,family_type,gene,product,go_function,ontology_term
GCF_000599665.1|WP_025210567.1,11,Core,pphA,protein-serine/threonine phosphatase,hydrolase activity|0016787||IEA,GO:0016787
GCF_000599665.1|WP_025210569.1,11,Core,ptrB,oligopeptidase B,,
GCF_000599665.1|WP_025210586.1,8,Accessory,fliF,flagellar basal-body MS-ring/collar protein FliF,structural molecule activity|0005198||IEA,"GO:0001539,GO:0005198,GO:0009431"
GCF_000599665.1|WP_025210595.1,1,Singleton,,tetratricopeptide repeat protein,protein binding|0005515||IEA,GO:0005515
GCF_000599665.1|WP_025210597.1,1,Singleton,,hypothetical protein,,
GCF_000599665.1|WP_025210600.1,11,Core,cobT,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase activity|0008939||IEA,"GO:0009236,GO:0008939"
GCF_000599665.1|WP_025210605.1,11,Core,hisD,histidinol dehydrogenase,"histidinol dehydrogenase activity|0004399||IEA,metal ion binding|0046872||IEA,NAD binding|0051287||IEA","GO:0000105,GO:0004399,GO:0046872,GO:0051287"
GCF_000599665.1|WP_025210607.1,10,Accessory,ugd,UDP-glucose 6-dehydrogenase,UDP-glucose 6-dehydrogenase activity|0003979||IEA,"GO:0000271,GO:0003979"
GCF_000599665.1|WP_025210608.1,1,Singleton,,phosphomannomutase,,
GCF_000599665.1|WP_025210609.1,1,Singleton,,glycosyltransferase family 2 protein,glycosyltransferase activity|0016757||IEA,"GO:0006486,GO:0016757"
GCF_000599665.1|WP_025210615.1,1,Singleton,,hypothetical protein,,
GCF_000599665.1|WP_025210616.1,4,Accessory,,flippase,flippase activity|0140327||IEA,"GO:0140327,GO:0016020"
GCF_000599665.1|WP_025210622.1,10,Accessory,wzxC,colanic acid undecaprenyl disphosphate flippase WzxC,,
GCF_000599665.1|WP_025210627.1,10,Accessory,wcaC,colanic acid biosynthesis glycosyltransferase WcaC,glycosyltransferase activity|0016757||IEA,GO:0016757
GCF_000599665.1|WP_025210629.1,11,Core,wzc,tyrosine-protein kinase Wzc,,"GO:0009103,GO:0016020"
GCF_000599665.1|WP_025210630.1,11,Core,asmA,outer membrane assembly protein AsmA,,
GCF_000599665.1|WP_025210632.1,11,Core,alkA,DNA-3-methyladenine glycosylase 2,catalytic activity|0003824||IEA,"GO:0006281,GO:0003824"
GCF_000599665.1|WP_025210637.1,11,Core,mdtB,multidrug efflux RND transporter permease subunit MdtB,,
GCF_000599665.1|WP_025210640.1,2,Accessory,,phage tail protein,,
GCF_000599665.1|WP_025210641.1,1,Singleton,,phage tail tape measure protein,structural molecule activity|0005198||IEA,"GO:0016032,GO:0005198"
GCF_000599665.1|WP_025210643.1,1,Singleton,,hypothetical protein,,
GCF_000599665.1|WP_025210646.1,7,Accessory,,baseplate assembly protein,,
GCF_000599665.1|WP_025210649.1,1,Singleton,,adenylate/guanylate cyclase domain-containing protein,"nucleotide binding|0000166||IEA,cyclase activity|0009975||IEA,nucleotidyltransferase activity|0016779||IEA,lyase activity|0016829||IEA,metal ion binding|0046872||IEA","GO:0007165,GO:0009190,GO:0035556,GO:0000166,GO:0009975,GO:0016779,GO:0016829,GO:0046872"
GCF_000599665.1|WP_025210650.1,1,Singleton,,Pycsar system effector family protein,,
GCF_000599665.1|WP_025210653.1,1,Singleton,,DNZ54_00345 family protein,,
GCF_000599665.1|WP_025210657.1,1,Singleton,,replication endonuclease,endonuclease activity|0004519||IEA,"GO:0006260,GO:0004519"
GCF_000599665.1|WP_025210663.1,10,Accessory,yehI,DUF4132 domain-containing protein YehI,,
GCF_000599665.1|WP_025210671.1,1,Singleton,gtdA,gentisate 1%2C2-dioxygenase,gentisate 1%2C2-dioxygenase activity|0047922||IEA,GO:0047922
GCF_000599665.1|WP_025210672.1,1,Singleton,,LysR substrate-binding domain-containing protein,,
GCF_000599665.1|WP_025210674.1,11,Core,preA,NAD-dependent dihydropyrimidine dehydrogenase subunit PreA,dihydropyrimidine dehydrogenase (NADP+) activity|0017113||IEA,"GO:0006210,GO:0006212,GO:0017113"
GCF_000599665.1|WP_025210685.1,11,Core,pdeN,cyclic di-GMP phosphodiesterase,,
GCF_000599665.1|WP_025210697.1,11,Core,yfaQ,YfaQ family protein,,
GCF_000599665.1|WP_025210716.1,11,Core,mnmC,bifunctional tRNA (5-methylaminomethyl-2-thiouridine)(34)-methyltransferase MnmD/FAD-dependent 5-carboxymethylaminomethyl-2-thiouridine(34) oxidoreductase MnmC,"tRNA (5-methylaminomethyl-2-thiouridylate)(34)-methyltransferase activity|0004808||IEA,oxidoreductase activity|0016491||IEA","GO:0008033,GO:0004808,GO:0016491"
GCF_000599665.1|WP_025210724.1,1,Singleton,,phage head-binding domain-containing protein,,
GCF_000599665.1|WP_025210731.1,11,Core,ptsP,phosphoenolpyruvate--protein phosphotransferase,phosphoenolpyruvate-protein phosphotransferase activity|0008965||IEA,"GO:0009401,GO:0008965"
GCF_000599665.1|WP_025210742.1,8,Accessory,hyfF,hydrogenase 4 subunit F,,
GCF_000599665.1|WP_025210747.1,11,Core,yfhM,alpha2-macroglobulin,,
GCF_000599665.1|WP_025210791.1,1,Singleton,,hypothetical protein,,
GCF_000599665.1|WP_025210797.1,4,Accessory,cas6e,type I-E CRISPR-associated protein Cas6/Cse3/CasE,,GO:0043571
GCF_000599665.1|WP_025210812.1,11,Core,csdA,cysteine desulfurase CsdA,"pyridoxal phosphate binding|0030170||IEA,cysteine desulfurase activity|0031071||IEA","GO:0006534,GO:0016226,GO:0030170,GO:0031071"
GCF_000599665.1|WP_025210816.1,11,Core,ygdB,DUF2509 family protein,,
GCF_000599665.1|WP_025210827.1,11,Core,,EscV/YscV/HrcV family type III secretion system export apparatus protein,,
GCF_000599665.1|WP_025210828.1,1,Singleton,,YopN/LcrE/InvE/MxiC type III secretion system gatekeeper,,
GCF_000599665.1|WP_025210830.1,1,Singleton,,helix-turn-helix domain-containing protein,"DNA-binding transcription factor activity|0003700||IEA,sequence-specific DNA binding|0043565||IEA","GO:0006355,GO:0003700,GO:0043565"
GCF_000599665.1|WP_025210847.1,1,Singleton,,prohibitin family protein,,"GO:0005743,GO:0016020,GO:0035632"
GCF_000599665.1|WP_025210877.1,1,Singleton,,MurR/RpiR family transcriptional regulator,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA","GO:0006355,GO:0003677,GO:0003700"
GCF_000599665.1|WP_025210878.1,1,Singleton,,TonB-dependent siderophore receptor,"channel activity|0015267||IEA,metal ion binding|0046872||IEA","GO:0015891,GO:0055085,GO:0015267,GO:0046872,GO:0009279,GO:0016020"
GCF_000599665.1|WP_025210879.1,1,Singleton,,aryl-sulfate sulfotransferase,,
GCF_000599665.1|WP_025210892.1,11,Core,nagA,N-acetylglucosamine-6-phosphate deacetylase,N-acetylglucosamine-6-phosphate deacetylase activity|0008448||IEA,"GO:0006044,GO:0008448"
GCF_000599665.1|WP_025210900.1,11,Core,zapE,cell division protein ZapE,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA","GO:0051301,GO:0005524,GO:0016887"
GCF_000599665.1|WP_025210903.1,11,Core,yhdN,DUF1992 domain-containing protein,,
GCF_000599665.1|WP_025210910.1,9,Accessory,yhfS,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,pyridoxal phosphate binding|0030170||IEA,"GO:0009058,GO:0030170"
GCF_000599665.1|WP_025210912.1,11,Core,php,phosphotriesterase-related protein,,
GCF_000599665.1|WP_025210923.1,11,Core,malP,maltodextrin phosphorylase,"glycogen phosphorylase activity|0008184||IEA,pyridoxal phosphate binding|0030170||IEA","GO:0005975,GO:0008184,GO:0030170"
GCF_000599665.1|WP_025210925.1,1,Singleton,,fimbrial protein,,"GO:0007155,GO:0009289"
GCF_000599665.1|WP_025210929.1,1,Singleton,,fimbrial protein,,"GO:0007155,GO:0009289"
GCF_000599665.1|WP_025210940.1,11,Core,ftsY,signal recognition particle-docking protein FtsY,"GTPase activity|0003924||IEA,signal recognition particle binding|0005047||IEA","GO:0006614,GO:0009306,GO:0003924,GO:0005047"
GCF_000599665.1|WP_025210952.1,1,Singleton,chuS,hematinate-forming heme oxygenase ChuS,,
GCF_000599665.1|WP_025210953.1,1,Singleton,hutW,heme anaerobic degradation radical SAM methyltransferase ChuW/HutW,"catalytic activity|0003824||IEA,iron-sulfur cluster binding|0051536||IEA","GO:0003824,GO:0051536"
GCF_000599665.1|WP_025210981.1,1,Singleton,,Fic family protein,"magnesium ion binding|0000287||IEA,ATP binding|0005524||IEA,protein homodimerization activity|0042803||IEA","GO:0000287,GO:0005524,GO:0042803"
GCF_000599665.1|WP_025210990.1,10,Accessory,,glycosyltransferase family 8 protein,glycosyltransferase activity|0016757||IEA,"GO:0006486,GO:0016757"
GCF_000599665.1|WP_025210992.1,11,Core,mutM,bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase,"nucleic acid binding|0003676||IEA,damaged DNA binding|0003684||IEA,DNA-(apurinic or apyrimidinic site) endonuclease activity|0003906||IEA,zinc ion binding|0008270||IEA,oxidized purine nucleobase lesion DNA N-glycosylase activity|0008534||IEA,hydrolase activity%2C hydrolyzing N-glycosyl compounds|0016799||IEA,DNA N-glycosylase activity|0019104||IEA","GO:0006281,GO:0006284,GO:0003676,GO:0003684,GO:0003906,GO:0008270,GO:0008534,GO:0016799,GO:0019104"
GCF_000599665.1|WP_025210998.1,9,Accessory,yidL,helix-turn-helix transcriptional regulator,"DNA-binding transcription factor activity|0003700||IEA,sequence-specific DNA binding|0043565||IEA","GO:0006355,GO:0003700,GO:0043565"
GCF_000599665.1|WP_025211001.1,11,Core,dgoK,2-dehydro-3-deoxygalactonokinase,,
GCF_000599665.1|WP_025211018.1,6,Accessory,aslA,arylsulfatase AslA,,
GCF_000599665.1|WP_025211020.1,11,Core,yigE,phosphodiester glycosidase family protein,hydrolase activity%2C hydrolyzing O-glycosyl compounds|0004553||IEA,"GO:0005975,GO:0004553"
GCF_000599665.1|WP_025211025.1,1,Singleton,tssD,type VI secretion system tube protein TssD,,
GCF_000599665.1|WP_025211033.1,1,Singleton,,type 4 pilus major pilin,,
GCF_000599665.1|WP_025211034.1,1,Singleton,,prepilin peptidase,aspartic-type endopeptidase activity|0004190||IEA,"GO:0004190,GO:0016020"
GCF_000599665.1|WP_025211037.1,1,Singleton,,tyrosine-type recombinase/integrase,DNA binding|0003677||IEA,"GO:0006310,GO:0015074,GO:0003677"
GCF_000599665.1|WP_025234902.1,1,Singleton,,hypothetical protein,,
GCF_000599665.1|WP_025234903.1,1,Singleton,,hypothetical protein,,
GCF_000599665.1|WP_025234904.1,1,Singleton,,hypothetical protein,,
GCF_000599665.1|WP_025234907.1,1,Singleton,,N-6 DNA methylase,"DNA binding|0003677||IEA,N-methyltransferase activity|0008170||IEA","GO:0003677,GO:0008170"
GCF_000599665.1|WP_025234908.1,1,Singleton,,hypothetical protein,,
GCF_000599665.1|WP_025234909.1,1,Singleton,,hypothetical protein,,
GCF_000599665.1|WP_025234917.1,1,Singleton,,glycosyltransferase,,
GCF_000599665.1|WP_025234918.1,1,Singleton,,hypothetical protein,,
GCF_000599665.1|WP_025234919.1,1,Singleton,,glycosyltransferase,,
GCF_000599665.1|WP_025234920.1,1,Singleton,,hypothetical protein,,
GCF_000599665.1|WP_025234922.1,1,Singleton,,phage tail protein,,
GCF_000599665.1|WP_025234929.1,1,Singleton,,hypothetical protein,,
GCF_000599665.1|WP_025234931.1,1,Singleton,,type II secretion system F family protein,,
GCF_000599665.1|WP_025234933.1,1,Singleton,,hypothetical protein,,
GCF_000599665.1|WP_025234936.1,1,Singleton,,ATPase%2C T2SS/T4P/T4SS family,,
GCF_000599665.1|WP_025234941.1,1,Singleton,,hypothetical protein,,
GCF_000599665.1|WP_025234945.1,1,Singleton,pilV,shufflon system plasmid conjugative transfer pilus tip adhesin PilV,,
GCF_000599665.1|WP_025234949.1,1,Singleton,pilM,type IV pilus biogenesis protein PilM,,
GCF_000599665.1|WP_025234950.1,3,Accessory,,PilN family type IVB pilus formation outer membrane protein,,"GO:0009297,GO:0009306,GO:0019867"
GCF_000599665.1|WP_025234951.1,1,Singleton,pilO2,type 4b pilus protein PilO2,,
GCF_000599665.1|WP_032157445.1,1,Singleton,,hypothetical protein,,
GCF_000599665.1|WP_032158978.1,1,Singleton,,hypothetical protein,,
GCF_000599665.1|WP_038428171.1,1,Singleton,iatD,inverse autotransporter IatD,,
GCF_000599665.1|WP_038428175.1,11,Core,malZ,maltodextrin glucosidase,alpha-1%2C4-glucosidase activity|0004558||IEA,"GO:0005975,GO:0004558"
GCF_000599665.1|WP_038428298.1,10,Accessory,pphC,protein-serine/threonine phosphatase PphC,,
GCF_000599665.1|WP_038428309.1,2,Accessory,,regulatory phage cox family protein,,
GCF_000599665.1|WP_038428487.1,1,Singleton,,transglycosylase SLT domain-containing protein,,
GCF_000599665.1|WP_038428612.1,1,Singleton,,hypothetical protein,,
GCF_000599665.1|WP_038430334.1,1,Singleton,traF,conjugal transfer protein TraF,,
GCF_000599665.1|WP_051529561.1,1,Singleton,pilP,type IV pilus biogenesis protein PilP,,GO:0009297
GCF_000599665.1|WP_064734313.1,1,Singleton,,hypothetical protein,,
GCF_000599665.1|WP_071527722.1,1,Singleton,,ash family protein,,
GCF_000599665.1|WP_071847127.1,11,Core,yggR,PilT/PilU family type 4a pilus ATPase,ATP binding|0005524||IEA,"GO:0043107,GO:0005524"
GCF_000599665.1|WP_071847130.1,1,Singleton,yidD,membrane protein insertion efficiency factor YidD,,
GCF_000599665.1|WP_071849748.1,1,Singleton,,host cell division inhibitor Icd-like protein,,
GCF_000599665.1|WP_072132081.1,9,Accessory,,hypothetical protein,,
GCF_000599665.1|WP_074397957.1,11,Core,yghS,dTMP kinase,"dTMP kinase activity|0004798||IEA,ATP binding|0005524||IEA","GO:0006233,GO:0006235,GO:0016310,GO:0004798,GO:0005524"
GCF_000599665.1|WP_077768583.1,1,Singleton,,DUF4387 family protein,,
GCF_000599665.1|WP_077768612.1,8,Accessory,dgcQ,cellulose biosynthesis regulator diguanylate cyclase DgcQ,,
GCF_000599665.1|WP_077768616.1,11,Core,ccmA,cytochrome c biogenesis heme-transporting ATPase CcmA,"ATP binding|0005524||IEA,transmembrane transporter activity|0022857||IEA","GO:0017004,GO:0005524,GO:0022857"
GCF_000599665.1|WP_089642612.1,1,Singleton,,IS3 family transposase,transposase activity|0004803||IEA,GO:0004803
GCF_000599665.1|WP_106359433.1,1,Singleton,,GmrSD restriction endonuclease domain-containing protein,,
GCF_000599665.1|WP_120795376.1,10,Accessory,,protein YkiD,,
GCF_000599665.1|WP_122987222.1,1,Singleton,,type III secretion system needle length determinant%2C SpaN/EivJ family,,
GCF_000599665.1|WP_128971871.1,1,Singleton,,TcpQ domain-containing protein,,
GCF_000599665.1|WP_144318948.1,1,Singleton,,hypothetical protein,,
GCF_000599665.1|WP_144318950.1,8,Accessory,,Ig-like domain-containing protein,,
GCF_000599665.1|WP_144318951.1,1,Singleton,,acyltransferase family protein,acyltransferase activity%2C transferring groups other than amino-acyl groups|0016747||IEA,GO:0016747
GCF_000599665.1|WP_144318952.1,1,Singleton,,response regulator,,GO:0000160
GCF_000599665.1|WP_144318953.1,1,Singleton,,hypothetical protein,,
GCF_000599665.1|WP_158413074.1,11,Core,,lipopolysaccharide core heptose(II)-phosphate phosphatase,,
GCF_000599665.1|WP_158413075.1,1,Singleton,,hypothetical protein,,
GCF_000599665.1|WP_162149578.1,1,Singleton,,hypothetical protein,,
GCF_000599665.1|WP_162829205.1,3,Accessory,,hypothetical protein,,
GCF_000599665.1|WP_170998677.1,1,Singleton,,hypothetical protein,,
GCF_000599665.1|WP_198290423.1,1,Singleton,,ester cyclase,,GO:0030638
GCF_000599665.1|WP_200869267.1,1,Singleton,,hypothetical protein,,
GCF_000599665.1|WP_205412756.1,1,Singleton,,ash family protein,,
GCF_000599665.1|WP_223362157.1,1,Singleton,,DUF4942 domain-containing protein,,
GCF_000599665.1|WP_227534285.1,1,Singleton,,CatB-related O-acetyltransferase,acyltransferase activity|0016746||IEA,"GO:0046677,GO:0016746"
GCF_000599665.1|WP_228336805.1,1,Singleton,lysC,Rz1-like lysis system protein LysC,,
GCF_000599665.1|WP_244440552.1,1,Singleton,,prepilin peptidase,aspartic-type endopeptidase activity|0004190||IEA,"GO:0004190,GO:0016020"
GCF_000599665.1|WP_244440553.1,1,Singleton,,adenylate/guanylate cyclase domain-containing protein,"nucleotide binding|0000166||IEA,cyclase activity|0009975||IEA,nucleotidyltransferase activity|0016779||IEA,lyase activity|0016829||IEA,metal ion binding|0046872||IEA","GO:0007165,GO:0009190,GO:0035556,GO:0000166,GO:0009975,GO:0016779,GO:0016829,GO:0046872"
GCF_000599665.1|WP_244440555.1,1,Singleton,,type 4 pilus major pilin,,
GCF_000599665.1|WP_244440556.1,1,Singleton,,hypothetical protein,,
GCF_000599665.1|WP_244440558.1,1,Singleton,,hypothetical protein,,
GCF_000599665.1|WP_244440559.1,1,Singleton,,hypothetical protein,,
GCF_000599665.1|WP_244440560.1,1,Singleton,,type 4 pilus major pilin,,
GCF_000599665.1|WP_244440561.1,1,Singleton,,hypothetical protein,,
GCF_000599665.1|WP_244440562.1,1,Singleton,,hypothetical protein,,
GCF_000599665.1|WP_244440563.1,1,Singleton,,laccase domain-containing protein,,
GCF_000599665.1|WP_244440564.1,1,Singleton,,laccase domain-containing protein,,
GCF_000599665.1|WP_244440565.1,1,Singleton,,hypothetical protein,,
GCF_000599665.1|WP_244440568.1,1,Singleton,,phage tail protein,,
GCF_000599665.1|WP_244440575.1,1,Singleton,,transposase,,
GCF_000599665.1|WP_263855729.1,1,Singleton,,hypothetical protein,,
GCF_000599665.1|WP_280113839.1,1,Singleton,,hypothetical protein,,
GCF_000599665.1|WP_280113840.1,1,Singleton,,winged helix-turn-helix domain-containing protein,DNA binding|0003677||IEA,"GO:0000160,GO:0006355,GO:0003677"
GCF_000599665.1|WP_280113841.1,1,Singleton,,hypothetical protein,,
GCF_000599665.1|WP_280113842.1,1,Singleton,traF,conjugal transfer protein TraF,,
GCF_000599665.1|WP_348270232.1,1,Singleton,,hypothetical protein,,
GCF_000599665.1|WP_348270360.1,1,Singleton,,hypothetical protein,,
GCF_000599665.1|WP_416259109.1,1,Singleton,,phage head spike fiber domain-containing protein,,
GCF_000599665.1|WP_418134935.1,4,Accessory,,hypothetical protein,,
GCF_000599665.1|WP_419471448.1,10,Accessory,,hypothetical protein,,
GCF_000599665.1|WP_432263849.1,1,Singleton,,hypothetical protein,,
GCF_000599665.1|WP_432263850.1,1,Singleton,,hypothetical protein,,
GCF_000599665.1|WP_432263851.1,1,Singleton,,fimbrial protein,,"GO:0007155,GO:0009289"
GCF_000801165.1|WP_000003178.1,11,Core,yegL,vWA domain-containing protein,,
GCF_000801165.1|WP_000004565.1,1,Singleton,,TnsA endonuclease N-terminal domain-containing protein,,
GCF_000801165.1|WP_000006334.1,2,Accessory,,DcrB-related protein,,
GCF_000801165.1|WP_000035654.1,11,Core,polB,DNA polymerase II,"DNA binding|0003677||IEA,DNA-directed DNA polymerase activity|0003887||IEA","GO:0003677,GO:0003887"
GCF_000801165.1|WP_000043694.1,11,Core,dgcE,diguanylate cyclase,protein binding|0005515||IEA,GO:0005515
GCF_000801165.1|WP_000047091.1,11,Core,mtgA,monofunctional biosynthetic peptidoglycan transglycosylase,pentosyltransferase activity|0016763||IEA,"GO:0009252,GO:0016763,GO:0009274,GO:0016020"
GCF_000801165.1|WP_000047424.1,11,Core,ydcS,putative ABC transporter substrate-binding protein YdcS,,
GCF_000801165.1|WP_000054239.1,11,Core,nanE,N-acetylmannosamine-6-phosphate 2-epimerase,N-acylglucosamine-6-phosphate 2-epimerase activity|0047465||IEA,"GO:0005975,GO:0006051,GO:0019262,GO:0047465"
GCF_000801165.1|WP_000060558.1,5,Accessory,,invasion protein,,
GCF_000801165.1|WP_000069229.1,11,Core,puuE,4-aminobutyrate transaminase,,GO:0009448
GCF_000801165.1|WP_000076670.1,1,Singleton,,hypothetical protein,,
GCF_000801165.1|WP_000077018.1,11,Core,ftsK,DNA translocase FtsK,"DNA binding|0003677||IEA,ATP binding|0005524||IEA","GO:0003677,GO:0005524"
GCF_000801165.1|WP_000079722.1,9,Accessory,,FliC/FljB family flagellin,,
GCF_000801165.1|WP_000079941.1,1,Singleton,yacA,type II toxin-antitoxin system antitoxin YacA,,
GCF_000801165.1|WP_000085068.1,4,Accessory,cas5e,type I-E CRISPR-associated protein Cas5/CasD,RNA binding|0003723||IEA,"GO:0043571,GO:0051607,GO:0003723"
GCF_000801165.1|WP_000092782.1,10,Accessory,,DUF1482 family protein,,
GCF_000801165.1|WP_000097480.1,3,Accessory,pduB,propanediol utilization microcompartment protein PduB,structural molecule activity|0005198||IEA,"GO:0005198,GO:0031469"
GCF_000801165.1|WP_000100276.1,4,Accessory,,permease,,GO:0005886
GCF_000801165.1|WP_000102794.1,8,Accessory,ygeG,tetratricopeptide repeat protein,,
GCF_000801165.1|WP_000117616.1,1,Singleton,,antirestriction protein ArdA,,
GCF_000801165.1|WP_000121319.1,10,Accessory,paoD,molybdenum cofactor insertion chaperone PaoD,,
GCF_000801165.1|WP_000122462.1,11,Core,ymgI,protein YmgI,,
GCF_000801165.1|WP_000123273.1,6,Accessory,,S49 family peptidase,"peptidase activity|0008233||IEA,serine-type peptidase activity|0008236||IEA","GO:0006508,GO:0008233,GO:0008236"
GCF_000801165.1|WP_000124306.1,3,Accessory,,ECF transporter S component,transmembrane transporter activity|0022857||IEA,GO:0022857
GCF_000801165.1|WP_000125990.1,2,Accessory,,head-tail connector protein,,GO:0016032
GCF_000801165.1|WP_000131874.1,1,Singleton,,TIGR02594 family protein,,
GCF_000801165.1|WP_000139447.1,1,Singleton,,replication protein P,,GO:0006270
GCF_000801165.1|WP_000142780.1,3,Accessory,,DUF1378 family protein,,
GCF_000801165.1|WP_000145212.1,1,Singleton,,hypothetical protein,,
GCF_000801165.1|WP_000148286.1,1,Singleton,,helix-turn-helix transcriptional regulator,,
GCF_000801165.1|WP_000149544.1,5,Accessory,,DUF1317 domain-containing protein,,
GCF_000801165.1|WP_000173474.1,11,Core,purT,formate-dependent phosphoribosylglycinamide formyltransferase,"magnesium ion binding|0000287||IEA,phosphoribosylglycinamide formyltransferase activity|0004644||IEA,ATP binding|0005524||IEA","GO:0009152,GO:0000287,GO:0004644,GO:0005524"
GCF_000801165.1|WP_000184091.1,8,Accessory,ygeI,protein YgeI,,
GCF_000801165.1|WP_000192614.1,1,Singleton,,hypothetical protein,,
GCF_000801165.1|WP_000193070.1,9,Accessory,cbrC,PF03691 family colicin E2 tolerance protein CbrC,,GO:0030153
GCF_000801165.1|WP_000193113.1,3,Accessory,dgaE,D-glucosaminate-6-phosphate ammonia lyase,lyase activity|0016829||IEA,GO:0016829
GCF_000801165.1|WP_000194574.1,2,Accessory,,hypothetical protein,,
GCF_000801165.1|WP_000206440.1,9,Accessory,cas7e,type I-E CRISPR-associated protein Cas7/Cse4/CasC,,GO:0043571
GCF_000801165.1|WP_000209866.1,11,Core,torD,molecular chaperone TorD,,GO:0051259
GCF_000801165.1|WP_000211758.1,11,Core,gudX,enolase C-terminal domain-like protein,,
GCF_000801165.1|WP_000212693.1,3,Accessory,,zeta toxin family protein,"ATP binding|0005524||IEA,kinase activity|0016301||IEA","GO:0005524,GO:0016301"
GCF_000801165.1|WP_000214203.1,3,Accessory,,PTS sugar transporter subunit IIA,,"GO:0008643,GO:0009401,GO:0016310,GO:1902495"
GCF_000801165.1|WP_000218849.1,1,Singleton,,hypothetical protein,,
GCF_000801165.1|WP_000224749.1,1,Singleton,,ImmA/IrrE family metallo-endopeptidase,,
GCF_000801165.1|WP_000225866.1,4,Accessory,,fimbria/pilus periplasmic chaperone,,"GO:0071555,GO:0030288"
GCF_000801165.1|WP_000239874.1,4,Accessory,,class I SAM-dependent methyltransferase,"methyltransferase activity|0008168||IEA,S-adenosylmethionine-dependent methyltransferase activity|0008757||IEA,S-adenosyl-L-methionine binding|1904047||IEA","GO:0032259,GO:0008168,GO:0008757,GO:1904047"
GCF_000801165.1|WP_000264909.1,2,Accessory,,hypothetical protein,,
GCF_000801165.1|WP_000273163.1,1,Singleton,,DUF4224 domain-containing protein,,
GCF_000801165.1|WP_000279528.1,10,Accessory,bcsQ,cellulose biosynthesis protein BcsQ,,
GCF_000801165.1|WP_000334099.1,11,Core,glmS,glutamine--fructose-6-phosphate transaminase (isomerizing),glutamine-fructose-6-phosphate transaminase (isomerizing) activity|0004360||IEA,"GO:1901137,GO:0004360"
GCF_000801165.1|WP_000339065.1,10,Accessory,atoA,acetate CoA-transferase subunit beta,,
GCF_000801165.1|WP_000339945.1,11,Core,rpnC,recombination-promoting nuclease RpnC,,
GCF_000801165.1|WP_000340167.1,4,Accessory,,prepilin peptidase,aspartic-type endopeptidase activity|0004190||IEA,"GO:0004190,GO:0016020"
GCF_000801165.1|WP_000356397.1,3,Accessory,nadS,NadS family protein,,
GCF_000801165.1|WP_000359463.1,11,Core,pepT,peptidase T,"zinc ion binding|0008270||IEA,tripeptide aminopeptidase activity|0045148||IEA","GO:0006508,GO:0008270,GO:0045148"
GCF_000801165.1|WP_000362702.1,7,Accessory,ygeH,HilA family transcriptional regulator YgeH,,
GCF_000801165.1|WP_000370823.1,11,Core,yhgE,DUF4153 domain-containing protein,,
GCF_000801165.1|WP_000380263.1,3,Accessory,,PTS mannose/fructose/sorbose/N-acetylgalactosamine transporter subunit IIC,,
GCF_000801165.1|WP_000380839.1,7,Accessory,yihQ,sulfoquinovosidase,,
GCF_000801165.1|WP_000382183.1,11,Core,,MFS transporter,transmembrane transporter activity|0022857||IEA,"GO:0055085,GO:0022857"
GCF_000801165.1|WP_000384411.1,11,Core,hscB,co-chaperone HscB,protein-folding chaperone binding|0051087||IEA,"GO:0051604,GO:0051087"
GCF_000801165.1|WP_000387403.1,1,Singleton,,helix-turn-helix transcriptional regulator,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA","GO:0006355,GO:0003677,GO:0003700"
GCF_000801165.1|WP_000399122.1,11,Core,kefB,glutathione-regulated potassium-efflux system protein KefB,glutathione-regulated potassium exporter activity|0015503||IEA,"GO:0006813,GO:0015503"
GCF_000801165.1|WP_000405039.1,3,Accessory,,propanediol/glycerol family dehydratase medium subunit,,
GCF_000801165.1|WP_000421260.1,1,Singleton,,type II toxin-antitoxin system RelE/ParE family toxin,toxin activity|0090729||IEA,"GO:0090729,GO:0110001"
GCF_000801165.1|WP_000422045.1,11,Core,sohB,protease SohB,peptidase activity|0008233||IEA,"GO:0006508,GO:0008233"
GCF_000801165.1|WP_000431860.1,9,Accessory,ynbC,bifunctional alpha/beta hydrolase/class I SAM-dependent methyltransferase,"methyltransferase activity|0008168||IEA,hydrolase activity|0016787||IEA,S-adenosyl-L-methionine binding|1904047||IEA","GO:0008168,GO:0016787,GO:1904047"
GCF_000801165.1|WP_000440466.1,11,Core,chbG,chitin disaccharide deacetylase,hydrolase activity%2C acting on carbon-nitrogen (but not peptide) bonds%2C in linear amides|0016811||IEA,"GO:0000272,GO:0016811"
GCF_000801165.1|WP_000444000.1,3,Accessory,,glycerol dehydratase reactivase beta/small subunit family protein,,
GCF_000801165.1|WP_000444666.1,1,Singleton,,phage tail assembly protein,,GO:0098003
GCF_000801165.1|WP_000446151.1,2,Accessory,,phage polarity suppression protein,,
