cluster,protein,genome,protein_id,gene,locus_tag,product,go_function,ontology_term
GCF_000597845.1|WP_000733916.1,GCF_000599665.1|WP_025210739.1,GCF_000599665.1,WP_025210739.1,eutQ,CF58_RS16540,ethanolamine utilization acetate kinase EutQ,,
GCF_000597845.1|WP_000733916.1,GCF_000801165.1|WP_000733903.1,GCF_000801165.1,WP_000733903.1,eutQ,HW42_RS17515,ethanolamine utilization acetate kinase EutQ,,
GCF_000597845.1|WP_000733916.1,GCF_000801185.2|WP_000733906.1,GCF_000801185.2,WP_000733906.1,eutQ,HW43_RS17140,ethanolamine utilization acetate kinase EutQ,,
GCF_000597845.1|WP_000733916.1,GCF_000830035.1|WP_000733916.1,GCF_000830035.1,WP_000733916.1,eutQ,TH69_RS12215,ethanolamine utilization acetate kinase EutQ,,
GCF_000597845.1|WP_000733916.1,GCF_000833145.1|WP_000733916.1,GCF_000833145.1,WP_000733916.1,eutQ,SR36_RS12010,ethanolamine utilization acetate kinase EutQ,,
GCF_000597845.1|WP_000733916.1,GCF_000833635.2|WP_000733906.1,GCF_000833635.2,WP_000733906.1,eutQ,USML2_RS11610,ethanolamine utilization acetate kinase EutQ,,
GCF_000597845.1|WP_000733916.1,GCF_000952955.1|WP_000733906.1,GCF_000952955.1,WP_000733906.1,eutQ,ECRV308_RS12545,ethanolamine utilization acetate kinase EutQ,,
GCF_000597845.1|WP_000733916.1,GCF_000953515.1|WP_000733906.1,GCF_000953515.1,WP_000733906.1,eutQ,ECHMS174_RS12555,ethanolamine utilization acetate kinase EutQ,,
GCF_000597845.1|WP_000733916.1,GCF_000971615.1|WP_000733903.1,GCF_000971615.1,WP_000733903.1,eutQ,VK74_RS23525,ethanolamine utilization acetate kinase EutQ,,
GCF_000597845.1|WP_000733916.1,GCF_000987875.1|WP_000733906.1,GCF_000987875.1,WP_000733906.1,eutQ,DP32_RS13940,ethanolamine utilization acetate kinase EutQ,,
GCF_000597845.1|WP_000734212.1,GCF_000597845.1|WP_000734212.1,GCF_000597845.1,WP_000734212.1,mltF,BU34_RS17315,membrane-bound lytic murein transglycosylase MltF,peptidoglycan lytic transglycosylase activity|0008933||IEA,"GO:0000270,GO:0008933,GO:0016020"
GCF_000597845.1|WP_000734212.1,GCF_000599665.1|WP_025210763.1,GCF_000599665.1,WP_025210763.1,mltF,CF58_RS17085,membrane-bound lytic murein transglycosylase MltF,peptidoglycan lytic transglycosylase activity|0008933||IEA,"GO:0000270,GO:0008933,GO:0016020"
GCF_000597845.1|WP_000734212.1,GCF_000801165.1|WP_000734212.1,GCF_000801165.1,WP_000734212.1,mltF,HW42_RS18050,membrane-bound lytic murein transglycosylase MltF,peptidoglycan lytic transglycosylase activity|0008933||IEA,"GO:0000270,GO:0008933,GO:0016020"
GCF_000597845.1|WP_000734212.1,GCF_000801185.2|WP_000734193.1,GCF_000801185.2,WP_000734193.1,mltF,HW43_RS17670,membrane-bound lytic murein transglycosylase MltF,peptidoglycan lytic transglycosylase activity|0008933||IEA,"GO:0000270,GO:0008933,GO:0016020"
GCF_000597845.1|WP_000734212.1,GCF_000830035.1|WP_000734213.1,GCF_000830035.1,WP_000734213.1,mltF,TH69_RS12735,membrane-bound lytic murein transglycosylase MltF,peptidoglycan lytic transglycosylase activity|0008933||IEA,"GO:0000270,GO:0008933,GO:0016020"
GCF_000597845.1|WP_000734212.1,GCF_000833145.1|WP_000734213.1,GCF_000833145.1,WP_000734213.1,mltF,SR36_RS12530,membrane-bound lytic murein transglycosylase MltF,peptidoglycan lytic transglycosylase activity|0008933||IEA,"GO:0000270,GO:0008933,GO:0016020"
GCF_000597845.1|WP_000734212.1,GCF_000833635.2|WP_000734212.1,GCF_000833635.2,WP_000734212.1,mltF,USML2_RS11085,membrane-bound lytic murein transglycosylase MltF,peptidoglycan lytic transglycosylase activity|0008933||IEA,"GO:0000270,GO:0008933,GO:0016020"
GCF_000597845.1|WP_000734212.1,GCF_000952955.1|WP_000734212.1,GCF_000952955.1,WP_000734212.1,mltF,ECRV308_RS13055,membrane-bound lytic murein transglycosylase MltF,peptidoglycan lytic transglycosylase activity|0008933||IEA,"GO:0000270,GO:0008933,GO:0016020"
GCF_000597845.1|WP_000734212.1,GCF_000953515.1|WP_000734212.1,GCF_000953515.1,WP_000734212.1,mltF,ECHMS174_RS13065,membrane-bound lytic murein transglycosylase MltF,peptidoglycan lytic transglycosylase activity|0008933||IEA,"GO:0000270,GO:0008933,GO:0016020"
GCF_000597845.1|WP_000734212.1,GCF_000971615.1|WP_000734212.1,GCF_000971615.1,WP_000734212.1,mltF,VK74_RS22990,membrane-bound lytic murein transglycosylase MltF,peptidoglycan lytic transglycosylase activity|0008933||IEA,"GO:0000270,GO:0008933,GO:0016020"
GCF_000597845.1|WP_000734212.1,GCF_000987875.1|WP_000734212.1,GCF_000987875.1,WP_000734212.1,mltF,DP32_RS14750,membrane-bound lytic murein transglycosylase MltF,peptidoglycan lytic transglycosylase activity|0008933||IEA,"GO:0000270,GO:0008933,GO:0016020"
GCF_000597845.1|WP_000734287.1,GCF_000597845.1|WP_000734287.1,GCF_000597845.1,WP_000734287.1,speD,BU34_RS05995,adenosylmethionine decarboxylase,adenosylmethionine decarboxylase activity|0004014||IEA,"GO:0008295,GO:0004014"
GCF_000597845.1|WP_000734287.1,GCF_000599665.1|WP_000734287.1,GCF_000599665.1,WP_000734287.1,speD,CF58_RS03635,adenosylmethionine decarboxylase,adenosylmethionine decarboxylase activity|0004014||IEA,"GO:0008295,GO:0004014"
GCF_000597845.1|WP_000734287.1,GCF_000801165.1|WP_000734287.1,GCF_000801165.1,WP_000734287.1,speD,HW42_RS04330,adenosylmethionine decarboxylase,adenosylmethionine decarboxylase activity|0004014||IEA,"GO:0008295,GO:0004014"
GCF_000597845.1|WP_000734287.1,GCF_000801185.2|WP_000734287.1,GCF_000801185.2,WP_000734287.1,speD,HW43_RS04460,adenosylmethionine decarboxylase,adenosylmethionine decarboxylase activity|0004014||IEA,"GO:0008295,GO:0004014"
GCF_000597845.1|WP_000734287.1,GCF_000830035.1|WP_000734287.1,GCF_000830035.1,WP_000734287.1,speD,TH69_RS00625,adenosylmethionine decarboxylase,adenosylmethionine decarboxylase activity|0004014||IEA,"GO:0008295,GO:0004014"
GCF_000597845.1|WP_000734287.1,GCF_000833145.1|WP_000734287.1,GCF_000833145.1,WP_000734287.1,speD,SR36_RS00625,adenosylmethionine decarboxylase,adenosylmethionine decarboxylase activity|0004014||IEA,"GO:0008295,GO:0004014"
GCF_000597845.1|WP_000734287.1,GCF_000833635.2|WP_000734287.1,GCF_000833635.2,WP_000734287.1,speD,USML2_RS00450,adenosylmethionine decarboxylase,adenosylmethionine decarboxylase activity|0004014||IEA,"GO:0008295,GO:0004014"
GCF_000597845.1|WP_000734287.1,GCF_000952955.1|WP_000734287.1,GCF_000952955.1,WP_000734287.1,speD,ECRV308_RS00610,adenosylmethionine decarboxylase,adenosylmethionine decarboxylase activity|0004014||IEA,"GO:0008295,GO:0004014"
GCF_000597845.1|WP_000734287.1,GCF_000953515.1|WP_000734287.1,GCF_000953515.1,WP_000734287.1,speD,ECHMS174_RS00610,adenosylmethionine decarboxylase,adenosylmethionine decarboxylase activity|0004014||IEA,"GO:0008295,GO:0004014"
GCF_000597845.1|WP_000734287.1,GCF_000971615.1|WP_000734287.1,GCF_000971615.1,WP_000734287.1,speD,VK74_RS12425,adenosylmethionine decarboxylase,adenosylmethionine decarboxylase activity|0004014||IEA,"GO:0008295,GO:0004014"
GCF_000597845.1|WP_000734287.1,GCF_000987875.1|WP_000734287.1,GCF_000987875.1,WP_000734287.1,speD,DP32_RS00620,adenosylmethionine decarboxylase,adenosylmethionine decarboxylase activity|0004014||IEA,"GO:0008295,GO:0004014"
GCF_000597845.1|WP_000734772.1,GCF_000597845.1|WP_000734772.1,GCF_000597845.1,WP_000734772.1,,BU34_RS16055,hypothetical protein,,
GCF_000597845.1|WP_000734772.1,GCF_000987875.1|WP_000832849.1,GCF_000987875.1,WP_000832849.1,,DP32_RS14830,hypothetical protein,,
GCF_000597845.1|WP_000735257.1,GCF_000597845.1|WP_000735257.1,GCF_000597845.1,WP_000735257.1,ompG,BU34_RS21080,monomeric porin OmpG,,
GCF_000597845.1|WP_000735257.1,GCF_000801165.1|WP_001542863.1,GCF_000801165.1,WP_001542863.1,ompG,HW42_RS11435,monomeric porin OmpG,,
GCF_000597845.1|WP_000735257.1,GCF_000801185.2|WP_021292765.1,GCF_000801185.2,WP_021292765.1,ompG,HW43_RS10985,monomeric porin OmpG,,
GCF_000597845.1|WP_000735257.1,GCF_000830035.1|WP_000735257.1,GCF_000830035.1,WP_000735257.1,ompG,TH69_RS06930,monomeric porin OmpG,,
GCF_000597845.1|WP_000735257.1,GCF_000833145.1|WP_000735257.1,GCF_000833145.1,WP_000735257.1,ompG,SR36_RS06725,monomeric porin OmpG,,
GCF_000597845.1|WP_000735257.1,GCF_000833635.2|WP_000735257.1,GCF_000833635.2,WP_000735257.1,ompG,USML2_RS17795,monomeric porin OmpG,,
GCF_000597845.1|WP_000735257.1,GCF_000952955.1|WP_000735257.1,GCF_000952955.1,WP_000735257.1,ompG,ECRV308_RS06665,monomeric porin OmpG,,
GCF_000597845.1|WP_000735257.1,GCF_000953515.1|WP_000735257.1,GCF_000953515.1,WP_000735257.1,ompG,ECHMS174_RS06800,monomeric porin OmpG,,
GCF_000597845.1|WP_000735257.1,GCF_000971615.1|WP_000735236.1,GCF_000971615.1,WP_000735236.1,ompG,VK74_RS05390,monomeric porin OmpG,,
GCF_000597845.1|WP_000735257.1,GCF_000987875.1|WP_000735257.1,GCF_000987875.1,WP_000735257.1,ompG,DP32_RS07785,monomeric porin OmpG,,
GCF_000597845.1|WP_000735278.1,GCF_000597845.1|WP_000735278.1,GCF_000597845.1,WP_000735278.1,tolC,BU34_RS10315,outer membrane channel protein TolC,efflux transmembrane transporter activity|0015562||IEA,"GO:0055085,GO:0015562"
GCF_000597845.1|WP_000735278.1,GCF_000599665.1|WP_000735289.1,GCF_000599665.1,WP_000735289.1,tolC,CF58_RS19710,outer membrane channel protein TolC,efflux transmembrane transporter activity|0015562||IEA,"GO:0055085,GO:0015562"
GCF_000597845.1|WP_000735278.1,GCF_000801165.1|WP_000735278.1,GCF_000801165.1,WP_000735278.1,tolC,HW42_RS20590,outer membrane channel protein TolC,efflux transmembrane transporter activity|0015562||IEA,"GO:0055085,GO:0015562"
GCF_000597845.1|WP_000735278.1,GCF_000801185.2|WP_000735278.1,GCF_000801185.2,WP_000735278.1,tolC,HW43_RS20710,outer membrane channel protein TolC,efflux transmembrane transporter activity|0015562||IEA,"GO:0055085,GO:0015562"
GCF_000597845.1|WP_000735278.1,GCF_000830035.1|WP_000735278.1,GCF_000830035.1,WP_000735278.1,tolC,TH69_RS15130,outer membrane channel protein TolC,efflux transmembrane transporter activity|0015562||IEA,"GO:0055085,GO:0015562"
GCF_000597845.1|WP_000735278.1,GCF_000833145.1|WP_000735278.1,GCF_000833145.1,WP_000735278.1,tolC,SR36_RS14925,outer membrane channel protein TolC,efflux transmembrane transporter activity|0015562||IEA,"GO:0055085,GO:0015562"
GCF_000597845.1|WP_000735278.1,GCF_000833635.2|WP_000735278.1,GCF_000833635.2,WP_000735278.1,tolC,USML2_RS08600,outer membrane channel protein TolC,efflux transmembrane transporter activity|0015562||IEA,"GO:0055085,GO:0015562"
GCF_000597845.1|WP_000735278.1,GCF_000952955.1|WP_000735278.1,GCF_000952955.1,WP_000735278.1,tolC,ECRV308_RS15470,outer membrane channel protein TolC,efflux transmembrane transporter activity|0015562||IEA,"GO:0055085,GO:0015562"
GCF_000597845.1|WP_000735278.1,GCF_000953515.1|WP_000735278.1,GCF_000953515.1,WP_000735278.1,tolC,ECHMS174_RS15485,outer membrane channel protein TolC,efflux transmembrane transporter activity|0015562||IEA,"GO:0055085,GO:0015562"
GCF_000597845.1|WP_000735278.1,GCF_000971615.1|WP_000735278.1,GCF_000971615.1,WP_000735278.1,tolC,VK74_RS20135,outer membrane channel protein TolC,efflux transmembrane transporter activity|0015562||IEA,"GO:0055085,GO:0015562"
GCF_000597845.1|WP_000735278.1,GCF_000987875.1|WP_000735278.1,GCF_000987875.1,WP_000735278.1,tolC,DP32_RS17985,outer membrane channel protein TolC,efflux transmembrane transporter activity|0015562||IEA,"GO:0055085,GO:0015562"
GCF_000597845.1|WP_000735411.1,GCF_000597845.1|WP_000735411.1,GCF_000597845.1,WP_000735411.1,phoQ,BU34_RS00450,two-component system sensor histidine kinase PhoQ,"phosphorelay sensor kinase activity|0000155||IEA,protein histidine kinase activity|0004673||IEA,transferase activity%2C transferring phosphorus-containing groups|0016772||IEA","GO:0000160,GO:0000155,GO:0004673,GO:0016772"
GCF_000597845.1|WP_000735411.1,GCF_000599665.1|WP_025210393.1,GCF_000599665.1,WP_025210393.1,phoQ,CF58_RS08970,two-component system sensor histidine kinase PhoQ,"phosphorelay sensor kinase activity|0000155||IEA,protein histidine kinase activity|0004673||IEA,transferase activity%2C transferring phosphorus-containing groups|0016772||IEA","GO:0000160,GO:0000155,GO:0004673,GO:0016772"
GCF_000597845.1|WP_000735411.1,GCF_000801165.1|WP_000735412.1,GCF_000801165.1,WP_000735412.1,phoQ,HW42_RS10150,two-component system sensor histidine kinase PhoQ,"phosphorelay sensor kinase activity|0000155||IEA,protein histidine kinase activity|0004673||IEA,transferase activity%2C transferring phosphorus-containing groups|0016772||IEA","GO:0000160,GO:0000155,GO:0004673,GO:0016772"
GCF_000597845.1|WP_000735411.1,GCF_000801185.2|WP_000735412.1,GCF_000801185.2,WP_000735412.1,phoQ,HW43_RS09720,two-component system sensor histidine kinase PhoQ,"phosphorelay sensor kinase activity|0000155||IEA,protein histidine kinase activity|0004673||IEA,transferase activity%2C transferring phosphorus-containing groups|0016772||IEA","GO:0000160,GO:0000155,GO:0004673,GO:0016772"
GCF_000597845.1|WP_000735411.1,GCF_000830035.1|WP_000735411.1,GCF_000830035.1,WP_000735411.1,phoQ,TH69_RS06000,two-component system sensor histidine kinase PhoQ,"phosphorelay sensor kinase activity|0000155||IEA,protein histidine kinase activity|0004673||IEA,transferase activity%2C transferring phosphorus-containing groups|0016772||IEA","GO:0000160,GO:0000155,GO:0004673,GO:0016772"
GCF_000597845.1|WP_000735411.1,GCF_000833145.1|WP_000735411.1,GCF_000833145.1,WP_000735411.1,phoQ,SR36_RS05795,two-component system sensor histidine kinase PhoQ,"phosphorelay sensor kinase activity|0000155||IEA,protein histidine kinase activity|0004673||IEA,transferase activity%2C transferring phosphorus-containing groups|0016772||IEA","GO:0000160,GO:0000155,GO:0004673,GO:0016772"
GCF_000597845.1|WP_000735411.1,GCF_000833635.2|WP_000735412.1,GCF_000833635.2,WP_000735412.1,phoQ,USML2_RS18780,two-component system sensor histidine kinase PhoQ,"phosphorelay sensor kinase activity|0000155||IEA,protein histidine kinase activity|0004673||IEA,transferase activity%2C transferring phosphorus-containing groups|0016772||IEA","GO:0000160,GO:0000155,GO:0004673,GO:0016772"
GCF_000597845.1|WP_000735411.1,GCF_000952955.1|WP_000735412.1,GCF_000952955.1,WP_000735412.1,phoQ,ECRV308_RS05745,two-component system sensor histidine kinase PhoQ,"phosphorelay sensor kinase activity|0000155||IEA,protein histidine kinase activity|0004673||IEA,transferase activity%2C transferring phosphorus-containing groups|0016772||IEA","GO:0000160,GO:0000155,GO:0004673,GO:0016772"
GCF_000597845.1|WP_000735411.1,GCF_000953515.1|WP_000735412.1,GCF_000953515.1,WP_000735412.1,phoQ,ECHMS174_RS05875,two-component system sensor histidine kinase PhoQ,"phosphorelay sensor kinase activity|0000155||IEA,protein histidine kinase activity|0004673||IEA,transferase activity%2C transferring phosphorus-containing groups|0016772||IEA","GO:0000160,GO:0000155,GO:0004673,GO:0016772"
GCF_000597845.1|WP_000735411.1,GCF_000971615.1|WP_000735412.1,GCF_000971615.1,WP_000735412.1,phoQ,VK74_RS06310,two-component system sensor histidine kinase PhoQ,"phosphorelay sensor kinase activity|0000155||IEA,protein histidine kinase activity|0004673||IEA,transferase activity%2C transferring phosphorus-containing groups|0016772||IEA","GO:0000160,GO:0000155,GO:0004673,GO:0016772"
GCF_000597845.1|WP_000735411.1,GCF_000987875.1|WP_000735412.1,GCF_000987875.1,WP_000735412.1,phoQ,DP32_RS06865,two-component system sensor histidine kinase PhoQ,"phosphorelay sensor kinase activity|0000155||IEA,protein histidine kinase activity|0004673||IEA,transferase activity%2C transferring phosphorus-containing groups|0016772||IEA","GO:0000160,GO:0000155,GO:0004673,GO:0016772"
GCF_000597845.1|WP_000736158.1,GCF_000597845.1|WP_000736158.1,GCF_000597845.1,WP_000736158.1,yceM,BU34_RS00760,Gfo/Idh/MocA family protein,"nucleotide binding|0000166||IEA,catalytic activity|0003824||IEA","GO:0000166,GO:0003824"
GCF_000597845.1|WP_000736158.1,GCF_000599665.1|WP_000736118.1,GCF_000599665.1,WP_000736118.1,yceM,CF58_RS08660,Gfo/Idh/MocA family protein,"nucleotide binding|0000166||IEA,catalytic activity|0003824||IEA","GO:0000166,GO:0003824"
GCF_000597845.1|WP_000736158.1,GCF_000801165.1|WP_000736158.1,GCF_000801165.1,WP_000736158.1,yceM,HW42_RS09840,Gfo/Idh/MocA family protein,"nucleotide binding|0000166||IEA,catalytic activity|0003824||IEA","GO:0000166,GO:0003824"
GCF_000597845.1|WP_000736158.1,GCF_000801185.2|WP_000736158.1,GCF_000801185.2,WP_000736158.1,yceM,HW43_RS09295,Gfo/Idh/MocA family protein,"nucleotide binding|0000166||IEA,catalytic activity|0003824||IEA","GO:0000166,GO:0003824"
GCF_000597845.1|WP_000736158.1,GCF_000830035.1|WP_000736158.1,GCF_000830035.1,WP_000736158.1,yceM,TH69_RS05680,Gfo/Idh/MocA family protein,"nucleotide binding|0000166||IEA,catalytic activity|0003824||IEA","GO:0000166,GO:0003824"
GCF_000597845.1|WP_000736158.1,GCF_000833145.1|WP_000736158.1,GCF_000833145.1,WP_000736158.1,yceM,SR36_RS05475,Gfo/Idh/MocA family protein,"nucleotide binding|0000166||IEA,catalytic activity|0003824||IEA","GO:0000166,GO:0003824"
GCF_000597845.1|WP_000736158.1,GCF_000833635.2|WP_000736158.1,GCF_000833635.2,WP_000736158.1,yceM,USML2_RS19095,Gfo/Idh/MocA family protein,"nucleotide binding|0000166||IEA,catalytic activity|0003824||IEA","GO:0000166,GO:0003824"
GCF_000597845.1|WP_000736158.1,GCF_000952955.1|WP_000736158.1,GCF_000952955.1,WP_000736158.1,yceM,ECRV308_RS05435,Gfo/Idh/MocA family protein,"nucleotide binding|0000166||IEA,catalytic activity|0003824||IEA","GO:0000166,GO:0003824"
GCF_000597845.1|WP_000736158.1,GCF_000953515.1|WP_000736158.1,GCF_000953515.1,WP_000736158.1,yceM,ECHMS174_RS05565,Gfo/Idh/MocA family protein,"nucleotide binding|0000166||IEA,catalytic activity|0003824||IEA","GO:0000166,GO:0003824"
GCF_000597845.1|WP_000736158.1,GCF_000971615.1|WP_000736152.1,GCF_000971615.1,WP_000736152.1,yceM,VK74_RS06935,Gfo/Idh/MocA family protein,"nucleotide binding|0000166||IEA,catalytic activity|0003824||IEA","GO:0000166,GO:0003824"
GCF_000597845.1|WP_000736158.1,GCF_000987875.1|WP_000736158.1,GCF_000987875.1,WP_000736158.1,yceM,DP32_RS06200,Gfo/Idh/MocA family protein,"nucleotide binding|0000166||IEA,catalytic activity|0003824||IEA","GO:0000166,GO:0003824"
GCF_000597845.1|WP_000736860.1,GCF_000597845.1|WP_000736860.1,GCF_000597845.1,WP_000736860.1,yhfG,BU34_RS08640,YhfG family protein,,
GCF_000597845.1|WP_000736860.1,GCF_000599665.1|WP_000736851.1,GCF_000599665.1,WP_000736851.1,yhfG,CF58_RS21300,YhfG family protein,,
GCF_000597845.1|WP_000736860.1,GCF_000801165.1|WP_000736860.1,GCF_000801165.1,WP_000736860.1,yhfG,HW42_RS22185,YhfG family protein,,
GCF_000597845.1|WP_000736860.1,GCF_000801185.2|WP_000736860.1,GCF_000801185.2,WP_000736860.1,yhfG,HW43_RS22320,YhfG family protein,,
GCF_000597845.1|WP_000736860.1,GCF_000830035.1|WP_000736861.1,GCF_000830035.1,WP_000736861.1,yhfG,TH69_RS16775,YhfG family protein,,
GCF_000597845.1|WP_000736860.1,GCF_000833145.1|WP_000736861.1,GCF_000833145.1,WP_000736861.1,yhfG,SR36_RS16570,YhfG family protein,,
GCF_000597845.1|WP_000736860.1,GCF_000833635.2|WP_000736862.1,GCF_000833635.2,WP_000736862.1,yhfG,USML2_RS06825,YhfG family protein,,
GCF_000597845.1|WP_000736860.1,GCF_000952955.1|WP_000736862.1,GCF_000952955.1,WP_000736862.1,yhfG,ECRV308_RS17150,YhfG family protein,,
GCF_000597845.1|WP_000736860.1,GCF_000953515.1|WP_000736862.1,GCF_000953515.1,WP_000736862.1,yhfG,ECHMS174_RS20060,YhfG family protein,,
GCF_000597845.1|WP_000736860.1,GCF_000971615.1|WP_000736860.1,GCF_000971615.1,WP_000736860.1,yhfG,VK74_RS18545,YhfG family protein,,
GCF_000597845.1|WP_000736860.1,GCF_000987875.1|WP_000736860.1,GCF_000987875.1,WP_000736860.1,yhfG,DP32_RS19640,YhfG family protein,,
GCF_000597845.1|WP_000737007.1,GCF_000597845.1|WP_000737007.1,GCF_000597845.1,WP_000737007.1,feoB,BU34_RS08405,Fe(2+) transporter permease subunit FeoB,"GTP binding|0005525||IEA,ferrous iron transmembrane transporter activity|0015093||IEA","GO:0006826,GO:0005525,GO:0015093,GO:0016020"
GCF_000597845.1|WP_000737007.1,GCF_000599665.1|WP_000737015.1,GCF_000599665.1,WP_000737015.1,feoB,CF58_RS21510,Fe(2+) transporter permease subunit FeoB,"GTP binding|0005525||IEA,ferrous iron transmembrane transporter activity|0015093||IEA","GO:0006826,GO:0005525,GO:0015093,GO:0016020"
GCF_000597845.1|WP_000737007.1,GCF_000801165.1|WP_000737007.1,GCF_000801165.1,WP_000737007.1,feoB,HW42_RS22405,Fe(2+) transporter permease subunit FeoB,"GTP binding|0005525||IEA,ferrous iron transmembrane transporter activity|0015093||IEA","GO:0006826,GO:0005525,GO:0015093,GO:0016020"
GCF_000597845.1|WP_000737007.1,GCF_000801185.2|WP_000737007.1,GCF_000801185.2,WP_000737007.1,feoB,HW43_RS22530,Fe(2+) transporter permease subunit FeoB,"GTP binding|0005525||IEA,ferrous iron transmembrane transporter activity|0015093||IEA","GO:0006826,GO:0005525,GO:0015093,GO:0016020"
GCF_000597845.1|WP_000737007.1,GCF_000830035.1|WP_000737007.1,GCF_000830035.1,WP_000737007.1,feoB,TH69_RS17020,Fe(2+) transporter permease subunit FeoB,"GTP binding|0005525||IEA,ferrous iron transmembrane transporter activity|0015093||IEA","GO:0006826,GO:0005525,GO:0015093,GO:0016020"
GCF_000597845.1|WP_000737007.1,GCF_000833145.1|WP_000737007.1,GCF_000833145.1,WP_000737007.1,feoB,SR36_RS16815,Fe(2+) transporter permease subunit FeoB,"GTP binding|0005525||IEA,ferrous iron transmembrane transporter activity|0015093||IEA","GO:0006826,GO:0005525,GO:0015093,GO:0016020"
GCF_000597845.1|WP_000737007.1,GCF_000833635.2|WP_000737039.1,GCF_000833635.2,WP_000737039.1,feoB,USML2_RS06570,Fe(2+) transporter permease subunit FeoB,"GTP binding|0005525||IEA,ferrous iron transmembrane transporter activity|0015093||IEA","GO:0006826,GO:0005525,GO:0015093,GO:0016020"
GCF_000597845.1|WP_000737007.1,GCF_000952955.1|WP_000737039.1,GCF_000952955.1,WP_000737039.1,feoB,ECRV308_RS17385,Fe(2+) transporter permease subunit FeoB,"GTP binding|0005525||IEA,ferrous iron transmembrane transporter activity|0015093||IEA","GO:0006826,GO:0005525,GO:0015093,GO:0016020"
GCF_000597845.1|WP_000737007.1,GCF_000953515.1|WP_000737039.1,GCF_000953515.1,WP_000737039.1,feoB,ECHMS174_RS19825,Fe(2+) transporter permease subunit FeoB,"GTP binding|0005525||IEA,ferrous iron transmembrane transporter activity|0015093||IEA","GO:0006826,GO:0005525,GO:0015093,GO:0016020"
GCF_000597845.1|WP_000737007.1,GCF_000971615.1|WP_000737007.1,GCF_000971615.1,WP_000737007.1,feoB,VK74_RS18325,Fe(2+) transporter permease subunit FeoB,"GTP binding|0005525||IEA,ferrous iron transmembrane transporter activity|0015093||IEA","GO:0006826,GO:0005525,GO:0015093,GO:0016020"
GCF_000597845.1|WP_000737007.1,GCF_000987875.1|WP_000737041.1,GCF_000987875.1,WP_000737041.1,feoB,DP32_RS19875,Fe(2+) transporter permease subunit FeoB,"GTP binding|0005525||IEA,ferrous iron transmembrane transporter activity|0015093||IEA","GO:0006826,GO:0005525,GO:0015093,GO:0016020"
GCF_000597845.1|WP_000737226.1,GCF_000597845.1|WP_000737226.1,GCF_000597845.1,WP_000737226.1,ompW,BU34_RS21465,outer membrane protein OmpW,,GO:0019867
GCF_000597845.1|WP_000737226.1,GCF_000599665.1|WP_000737245.1,GCF_000599665.1,WP_000737245.1,ompW,CF58_RS09555,outer membrane protein OmpW,,GO:0019867
GCF_000597845.1|WP_000737226.1,GCF_000801165.1|WP_000737224.1,GCF_000801165.1,WP_000737224.1,ompW,HW42_RS10715,outer membrane protein OmpW,,GO:0019867
GCF_000597845.1|WP_000737226.1,GCF_000801185.2|WP_000737224.1,GCF_000801185.2,WP_000737224.1,ompW,HW43_RS10275,outer membrane protein OmpW,,GO:0019867
GCF_000597845.1|WP_000737226.1,GCF_000830035.1|WP_000737226.1,GCF_000830035.1,WP_000737226.1,ompW,TH69_RS06560,outer membrane protein OmpW,,GO:0019867
GCF_000597845.1|WP_000737226.1,GCF_000833145.1|WP_000737226.1,GCF_000833145.1,WP_000737226.1,ompW,SR36_RS06355,outer membrane protein OmpW,,GO:0019867
GCF_000597845.1|WP_000737226.1,GCF_000833635.2|WP_000737226.1,GCF_000833635.2,WP_000737226.1,ompW,USML2_RS18155,outer membrane protein OmpW,,GO:0019867
GCF_000597845.1|WP_000737226.1,GCF_000952955.1|WP_000737226.1,GCF_000952955.1,WP_000737226.1,ompW,ECRV308_RS06315,outer membrane protein OmpW,,GO:0019867
GCF_000597845.1|WP_000737226.1,GCF_000953515.1|WP_000737226.1,GCF_000953515.1,WP_000737226.1,ompW,ECHMS174_RS06450,outer membrane protein OmpW,,GO:0019867
GCF_000597845.1|WP_000737226.1,GCF_000971615.1|WP_000737226.1,GCF_000971615.1,WP_000737226.1,ompW,VK74_RS05740,outer membrane protein OmpW,,GO:0019867
GCF_000597845.1|WP_000737226.1,GCF_000987875.1|WP_000737226.1,GCF_000987875.1,WP_000737226.1,ompW,DP32_RS07435,outer membrane protein OmpW,,GO:0019867
GCF_000597845.1|WP_000737347.1,GCF_000597845.1|WP_000737347.1,GCF_000597845.1,WP_000737347.1,ycjQ,BU34_RS21110,zinc-dependent alcohol dehydrogenase,"zinc ion binding|0008270||IEA,oxidoreductase activity%2C acting on the CH-OH group of donors%2C NAD or NADP as acceptor|0016616||IEA,adenyl nucleotide binding|0030554||IEA","GO:0008270,GO:0016616,GO:0030554"
GCF_000597845.1|WP_000737347.1,GCF_000801165.1|WP_000737334.1,GCF_000801165.1,WP_000737334.1,ycjQ,HW42_RS11405,zinc-dependent alcohol dehydrogenase,"zinc ion binding|0008270||IEA,oxidoreductase activity%2C acting on the CH-OH group of donors%2C NAD or NADP as acceptor|0016616||IEA,adenyl nucleotide binding|0030554||IEA","GO:0008270,GO:0016616,GO:0030554"
